"filename", "language", "JSON", "JSON with Comments", "Markdown", "HTML", "Vue", "TypeScript", "SCSS", "JavaScript", "wxml", "CSS", "XML", "comment", "blank", "total"
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\pages\Publish\index.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\pages\Sell\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\pages\Sell\index.json", "JSON", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\pages\Sell\index.wxml", "wxml", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\pages\Sell\index.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\project.config.json", "JSON", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\project.private.config.json", "JSON", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\static\icon.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 24, 92
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\store\GenshinImpact.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\store\LeagueofLegend.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\store\detail.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\store\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\store\user.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-data-checkbox\components\uni-data-checkbox\uni-data-checkbox.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-data-checkbox\components\uni-data-checkbox\uni-data-checkbox.json", "JSON", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-data-checkbox\components\uni-data-checkbox\uni-data-checkbox.wxml", "wxml", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-data-checkbox\components\uni-data-checkbox\uni-data-checkbox.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-data-select\components\uni-data-select\uni-data-select.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-data-select\components\uni-data-select\uni-data-select.json", "JSON", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-data-select\components\uni-data-select\uni-data-select.wxml", "wxml", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-data-select\components\uni-data-select\uni-data-select.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-dateformat\components\uni-dateformat\date-format.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-dateformat\components\uni-dateformat\uni-dateformat.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-dateformat\components\uni-dateformat\uni-dateformat.json", "JSON", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-dateformat\components\uni-dateformat\uni-dateformat.wxml", "wxml", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-dateformat\components\uni-dateformat\uni-dateformat.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-easyinput\components\uni-easyinput\uni-easyinput.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-easyinput\components\uni-easyinput\uni-easyinput.json", "JSON", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-easyinput\components\uni-easyinput\uni-easyinput.wxml", "wxml", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-easyinput\components\uni-easyinput\uni-easyinput.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-file-picker\components\uni-file-picker\choose-and-upload-file.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-file-picker\components\uni-file-picker\uni-file-picker.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-file-picker\components\uni-file-picker\uni-file-picker.json", "JSON", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-file-picker\components\uni-file-picker\uni-file-picker.wxml", "wxml", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-file-picker\components\uni-file-picker\uni-file-picker.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-file-picker\components\uni-file-picker\upload-file.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-file-picker\components\uni-file-picker\upload-file.json", "JSON", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-file-picker\components\uni-file-picker\upload-file.wxml", "wxml", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-file-picker\components\uni-file-picker\upload-file.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-file-picker\components\uni-file-picker\upload-image.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-file-picker\components\uni-file-picker\upload-image.json", "JSON", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-file-picker\components\uni-file-picker\upload-image.wxml", "wxml", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-file-picker\components\uni-file-picker\upload-image.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-file-picker\components\uni-file-picker\utils.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-icons\components\uni-icons\icons.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-icons\components\uni-icons\uni-icons.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-icons\components\uni-icons\uni-icons.json", "JSON", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-icons\components\uni-icons\uni-icons.wxml", "wxml", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-icons\components\uni-icons\uni-icons.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-id-pages\common\login-page.mixin.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-id-pages\common\store.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-id-pages\components\uni-id-pages-agreements\uni-id-pages-agreements.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-id-pages\components\uni-id-pages-agreements\uni-id-pages-agreements.json", "JSON", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-id-pages\components\uni-id-pages-agreements\uni-id-pages-agreements.wxml", "wxml", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-id-pages\components\uni-id-pages-agreements\uni-id-pages-agreements.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-id-pages\components\uni-id-pages-fab-login\uni-id-pages-fab-login.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-id-pages\components\uni-id-pages-fab-login\uni-id-pages-fab-login.json", "JSON", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-id-pages\components\uni-id-pages-fab-login\uni-id-pages-fab-login.wxml", "wxml", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-id-pages\components\uni-id-pages-fab-login\uni-id-pages-fab-login.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-id-pages\components\uni-id-pages-user-profile\uni-id-pages-user-profile.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-id-pages\components\uni-id-pages-user-profile\uni-id-pages-user-profile.json", "JSON", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-id-pages\components\uni-id-pages-user-profile\uni-id-pages-user-profile.wxml", "wxml", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-id-pages\components\uni-id-pages-user-profile\uni-id-pages-user-profile.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-id-pages\config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-id-pages\init.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-id-pages\pages\login\login-withoutpwd.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-id-pages\pages\login\login-withoutpwd.json", "JSON", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-id-pages\pages\login\login-withoutpwd.wxml", "wxml", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-id-pages\pages\login\login-withoutpwd.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-id-pages\static\limeClipper\photo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 1, 1, 20
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-id-pages\static\limeClipper\rotate.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 1, 1, 16
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-load-more\components\uni-load-more\i18n\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-load-more\components\uni-load-more\uni-load-more.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-load-more\components\uni-load-more\uni-load-more.json", "JSON", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-load-more\components\uni-load-more\uni-load-more.wxml", "wxml", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-load-more\components\uni-load-more\uni-load-more.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-popup\components\uni-popup-dialog\uni-popup-dialog.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-popup\components\uni-popup-dialog\uni-popup-dialog.json", "JSON", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-popup\components\uni-popup-dialog\uni-popup-dialog.wxml", "wxml", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-popup\components\uni-popup-dialog\uni-popup-dialog.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-popup\components\uni-popup\i18n\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-popup\components\uni-popup\popup.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-popup\components\uni-popup\uni-popup.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-popup\components\uni-popup\uni-popup.json", "JSON", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-popup\components\uni-popup\uni-popup.wxml", "wxml", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-popup\components\uni-popup\uni-popup.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-transition\components\uni-transition\createAnimation.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-transition\components\uni-transition\uni-transition.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-transition\components\uni-transition\uni-transition.json", "JSON", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-transition\components\uni-transition\uni-transition.wxml", "wxml", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\yzc\Desktop\game-trade\dist\build\mp-weixin\uni_modules\uni-transition\components\uni-transition\uni-transition.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\app.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 1, 72
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\app.json", "JSON", 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\app.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 1, 4, 83
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\common\vendor.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 9615, 0, 0, 0, 5, 1, 9621
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\AboutOption\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 138, 0, 0, 0, 0, 1, 139
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\AboutOption\index.json", "JSON", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\AboutOption\index.wxml", "wxml", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\AboutOption\index.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 26, 0, 82
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\About\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 1, 36
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\About\index.json", "JSON", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\About\index.wxml", "wxml", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\About\index.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 26, 0, 38
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\Basic\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 1, 73
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\Basic\index.json", "JSON", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\Basic\index.wxml", "wxml", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\Basic\index.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 26, 0, 83
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\Button\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 1, 37
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\Button\index.json", "JSON", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\Button\index.wxml", "wxml", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\Button\index.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 26, 0, 53
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\Check\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 1, 42
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\Check\index.json", "JSON", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\Check\index.wxml", "wxml", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\Check\index.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 26, 0, 36
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\File\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 1, 56
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\File\index.json", "JSON", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\File\index.wxml", "wxml", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\File\index.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 26, 0, 46
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\HelpCentre\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 1, 101
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\HelpCentre\index.json", "JSON", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\HelpCentre\index.wxml", "wxml", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\HelpCentre\index.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 26, 0, 31
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\InputBox\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 1, 36
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\InputBox\index.json", "JSON", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\InputBox\index.wxml", "wxml", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\InputBox\index.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 26, 0, 45
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\Item\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 1, 35
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\Item\index.json", "JSON", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\Item\index.wxml", "wxml", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\Item\index.wxss", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 26, 0, 51
"c:\Users\yzc\Desktop\game-trade\dist\dev\mp-weixin\components\List\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 1, 109
